Periodos,S11,S21,S22,S23,S31-S33,S43,S46,S48-S49-S51,S52-S53,S54-S55-S56,S61-S62,S71-S81,S72,S93
2018/08,113.9259438,77.7581127,118.3911619,103.2870474,114.6475489,124.7481436,116.3514273,132.6266326,120.7386423,116.3347627,104.4242893,105.5007122,116.0477233,106.7087459
2018/09,111.5801237,77.26136674,118.7020552,106.6064389,114.4226599,125.6047328,116.88897,129.6652057,120.6104262,116.8945112,104.1853523,105.0987634,116.1643407,106.3353206
2018/10,105.9682944,76.15306856,116.0794121,106.4020853,113.4878353,124.4316301,113.72182,131.7795236,120.6242245,114.9448785,104.4411502,104.1404984,117.0978923,106.4960537
2018/11,119.1878804,74.82793018,117.9943879,100.702352,114.4183398,122.5676429,115.4538689,131.5634057,120.8273416,116.5917605,104.6497408,107.158298,117.281886,106.7464295
2018/12,118.1618281,74.68964889,113.9179083,102.9488474,113.0836123,121.3220661,112.6618213,131.9668,121.7877683,115.2574074,102.8882206,107.5056549,115.2980962,103.4121563
2019/01,115.9697299,72.54071947,115.5001281,108.3886052,113.830933,122.0668681,113.2175804,131.809059,121.7808966,114.2879152,104.8348025,107.2475909,119.409907,106.3094017
2019/02,122.3570399,73.71896026,114.8232855,106.2211133,114.5670621,123.3312591,114.8338575,131.1166067,121.4858634,115.8519823,104.4261805,107.5299582,124.2639959,105.5845364
2019/03,116.1253191,73.97027793,114.6412767,103.3910621,113.707902,117.9441542,114.576509,132.4519637,120.853448,117.8608604,104.6665611,105.4057909,119.1396775,105.536428
2019/04,115.5582984,73.49359454,116.5072792,104.7543505,114.8774818,123.4697118,112.5605727,131.9655388,121.5222162,114.0376905,104.553394,108.0207629,116.0060995,106.0348795
2019/05,114.8950286,71.9757312,116.643162,98.77762919,115.4108657,123.9241542,114.1483216,131.9170206,121.5375225,126.108075,104.3800926,108.2922125,117.5926225,105.4234589
2019/06,115.514987,74.53263593,118.0252021,102.8134734,115.635283,122.6997582,115.349637,132.6284061,121.7932317,115.556606,104.7441115,106.8115904,117.9294431,105.2183865
2019/07,114.9188766,73.86622066,116.8922401,100.2730072,115.7598507,124.2840731,114.0842629,134.8988997,122.0748976,116.4692278,106.3658289,106.0810471,118.4692937,105.1509503
2019/08,112.9598853,76.01996277,118.7354056,99.85711904,115.0017281,121.9301446,115.5958298,135.3934791,121.2732817,117.7764752,102.3690646,108.4989927,118.6364235,105.4095797
2019/09,115.4503779,75.02878906,119.355096,98.76765419,114.6499973,121.1563671,115.1405751,134.9121175,121.036831,117.9796265,104.226761,106.2685801,119.9506522,105.753934
2019/10,113.3222767,74.57111882,118.3117509,95.87042024,111.853161,120.6379402,112.7254636,133.7344114,121.7311636,119.3648303,103.9573787,104.9315494,121.1740716,106.8603861
2019/11,112.7470953,75.84131518,118.0628743,96.59500739,112.1202173,118.5359452,112.9143639,132.7186018,122.4787205,119.8382508,103.7512428,104.7733073,121.8364428,106.5104621
2019/12,115.2805258,75.32049395,117.0294593,98.72147635,112.0046264,116.2287376,113.3084855,131.9215954,121.2578099,118.8145545,104.3539826,105.9225722,121.2714532,107.332243
2020/01,114.9079892,77.11291275,115.4466817,98.73052749,112.6752061,117.1692431,113.6741838,132.1501674,122.345789,116.5028457,103.1099226,106.2523521,124.3298644,107.1004994
2020/02,110.1824449,76.11206515,116.6928835,95.74016469,112.5712196,115.2176467,113.2782077,131.626436,122.2917447,116.4544646,103.4111118,106.2975995,125.4707593,114.3374369
2020/03,121.0406229,75.54829321,114.0788714,95.94554191,107.2060124,113.1996509,110.9121181,129.4859475,121.884574,115.6729917,102.2538221,95.96680819,87.59261494,115.6825721
2020/04,115.1199888,70.87024902,113.2645929,62.47864571,74.28315372,100.9407938,75.92125139,94.10321335,118.3709408,112.5452873,102.4050327,75.90104659,33.28629923,106.9421079
2020/05,113.1738292,68.80845153,102.4358068,62.91311935,74.83677404,84.53541284,75.20372552,92.46149782,120.5483485,114.9204597,101.9743418,72.32485954,32.35291458,106.3092645
2020/06,110.2407614,70.86691798,103.2304877,77.74752574,95.28281974,105.6803212,90.87065895,100.7642985,118.9338448,106.5995915,102.442757,75.96941797,36.00183757,106.0634812
2020/07,122.6490228,71.75325776,107.7120082,77.40654066,105.2709247,106.9589359,105.642712,106.2438037,119.8220104,117.8377679,101.634779,84.06974671,45.28065728,109.5362745
2020/08,116.3341991,72.90686026,114.4114753,86.37457982,106.6968376,112.2800133,104.7318923,107.0468253,120.0191687,115.9644717,102.9673337,84.35261331,55.27404354,107.7272245
2020/09,117.8420559,73.05391483,111.0915949,82.33317157,109.1037035,113.4459803,105.668329,114.5404722,120.4498649,116.6889179,103.1102378,85.61569757,68.02542389,107.8411221
2020/10,119.4675564,73.76556414,112.2898351,86.15419032,110.7850945,115.6566825,109.2177325,114.044517,120.410776,116.5574646,103.5458183,86.25259221,69.72728647,105.6389423
2020/11,118.1822375,73.69253025,109.9719884,88.1324275,110.9761786,117.2738637,112.9508586,118.6658268,119.9805732,115.2202276,103.2674447,86.49804281,71.68459295,107.0283374
2020/12,113.0826626,73.62833729,111.7726302,86.49077561,112.4288388,121.935284,110.7241213,119.897236,119.3955705,116.3299446,103.5442892,84.81198124,73.7339414,105.6187541
2021/01,117.1560001,74.32505594,109.8957677,88.38428305,111.540082,120.5405348,109.1325749,113.5889536,119.82006,119.3589141,104.0215651,86.62487302,72.46730054,107.3779575
2021/02,118.0742787,76.65990107,105.3765857,90.54751512,109.075539,119.5625381,109.4577531,116.1315752,118.61865,118.5459504,104.3369353,87.3763161,72.71212038,108.119099
2021/03,119.5424768,74.03955875,110.6698453,90.59080281,111.9481398,125.7487087,110.156767,121.6850086,121.0039963,118.6872774,105.0701542,89.50912394,80.03883649,108.5560056
2021/04,115.3028758,74.65105656,109.7742074,90.23044434,112.6598727,117.7840043,114.4395004,125.2524977,121.6289149,121.7116355,107.1829209,88.25215574,85.15638326,108.6710523
2021/05,124.1702292,75.13744807,111.2077211,91.59223425,111.1870788,120.134615,114.3808689,127.5870125,123.9897644,122.7986528,107.6277158,85.64691156,88.21983847,109.6386756
2021/06,119.0586351,74.44473903,110.5810359,89.73827559,111.0242233,124.8715767,109.2908356,128.6451066,122.4843129,114.1840188,104.8281346,91.46016306,89.11103623,108.5864792
2021/07,121.2780396,74.19098408,112.1657256,90.23198599,112.5922099,127.1137855,115.1300468,126.9226615,122.0202208,102.6270267,105.1264646,95.91626057,89.87586554,108.5341719
